geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
29885,-18.12858270028659,-40.538273866670025,ponto belo,ES
72225,-15.807413442678769,-48.12269626012756,brasilia,DF
5020,-23.5309077238444,-46.68131915875127,sao paulo,SP
41830,-12.99991748472036,-38.461447440332485,salvador,BA
11900,-24.493544676073444,-47.84440931473412,registro,SP
2733,-23.49384339800333,-46.694470368861424,são paulo,SP
80430,-25.434030305007887,-49.287583951101176,curitiba,PR
8320,-23.630244129061094,-46.47474130919265,são paulo,SP
28415,-21.589925358331964,-41.84339980928326,pureza,RJ
6824,-23.67046197584976,-46.810933492353946,embu das artes,SP
29450,-21.154980251455147,-41.568126424912485,apiaca,ES
38650,-16.56902714823307,-45.987820866286825,bonfinopolis de minas,MG
2752,-23.494465445467103,-46.68390511809682,são paulo,SP
5367,-23.57309439133824,-46.75499333097695,sao paulo,SP
6803,-23.65014559756949,-46.85551137524041,embu das artes,SP
3152,-23.59390283097695,-46.57975960589179,sao paulo,SP
29650,-19.93765360953229,-40.5867381372977,santa teresa,ES
7792,-23.33686952414878,-46.75786651070758,caieiras,SP
36570,-20.751578897453925,-42.8705122613793,vicosa,MG
12900,-22.95014964723873,-46.54164101249349,braganca paulista,SP
95305,-28.373442621477565,-51.63801201961718,ibiraiaras,RS
2083,-23.49378400222169,-46.59936764141034,sao paulo,SP
7243,-23.440288913959268,-46.408103696087466,guarulhos,SP
57035,-9.66312742853022,-35.697877292255754,maceio,AL
12236,-23.24660086733222,-45.90196040798666,sao jose dos campos,SP
39990,-15.525606734628155,-41.49251940378327,aguas vermelhas,MG
78652,-10.65142944775853,-51.56341416320635,confresa,MT
14490,-20.08354925531179,-47.4299650789814,rifaina,SP
13976,-22.4252528834458,-46.83918878655535,itapira,SP
22260,-22.95081328838928,-43.19335821036998,rio de janeiro,RJ
89046,-26.93640764839009,-49.144682908802125,blumenau,SC
69982,-8.263490208853673,-72.74407245777253,porto walter,AC
4713,-23.63372719915116,-46.69482176957346,sao paulo,SP
39970,-15.988628662651488,-41.28392304949447,pedra azul,MG
14010,-21.17983087177561,-47.80512057646144,ribeirao preto,SP
13710,-21.6157048835561,-47.346329103999295,tambau,SP
66083,-1.422065219833685,-48.464978641006326,belem,PA
18320,-24.50829100153741,-48.83837991089812,apiai,SP
37925,-20.47898131512141,-45.95682895468703,piumhii,MG
13468,-22.759927470165604,-47.3407304089676,americana,SP
32673,-19.93974254899298,-44.14849637968147,betim,MG
35720,-19.55290389790136,-44.08731213062959,matozinhos,MG
5778,-23.63689575905976,-46.75775446165523,sao paulo,SP
18460,-24.11394474857144,-49.3286117164706,itarare,SP
39215,-18.32294582765794,-44.122600353674166,monjolos,MG
36730,-21.656897468578343,-42.34861142275892,pirapetinga,MG
9171,-23.701634517405328,-46.512268417223375,santo andre,SP
89600,-27.173819210945176,-51.50387928605695,joacaba,SC
48130,-12.089465967563063,-38.49791034540431,aramari,BA
6325,-23.5340257969365,-46.82898631108157,carapicuiba,SP
19813,-22.642145036355267,-50.40200848196661,assis,SP
95110,-29.19112701477121,-51.23243765521288,caxias do sul,RS
62870,-4.185531183924533,-38.46325331944655,pacajus,CE
5133,-23.489007212331863,-46.74302767415893,sao paulo,SP
2435,-23.4823915320561,-46.64281243352188,sao paulo,SP
8223,-23.52155494310117,-46.471393477927215,sao paulo,SP
75080,-16.317511152200012,-48.949272113997154,anapolis,GO
12424,-22.95765994006476,-45.48758943719394,pindamonhangaba,SP
21931,-22.806230249235387,-43.19724281597332,rio de janeiro,RJ
9041,-23.6581747971032,-46.535489574672425,santo andré,SP
4570,-23.59900538051819,-46.68897477462637,são paulo,SP
18301,-23.990649027883723,-48.34708779218345,capao bonito,SP
1509,-23.56353683152521,-46.63745661587512,sao paulo,SP
51021,-8.127380535662772,-34.90006854607877,recife,PE
11050,-23.95941756895962,-46.32399779516996,santos,SP
28200,-21.64123816013089,-41.0467260381008,são joão da barra,RJ
86160,-22.74731491718172,-51.382525883377255,porecatu,PR
48445,-10.67883881707749,-38.28798764450997,heliopolis,BA
13290,-23.08692711690257,-46.95167803648571,louveira,SP
97700,-29.165352755999763,-54.877965553555285,santiago,RS
17300,-22.364492653806323,-48.39748058637664,dois córregos,SP
21775,-22.89009708909916,-43.44495248736228,rio de janeiro,RJ
13471,-22.725011524294462,-47.33323557340301,americana,SP
4674,-23.663480521784315,-46.689592080904845,sao paulo,SP
13212,-23.178178634745244,-46.98674017666909,jundiai,SP
12600,-22.730291140717863,-45.12005324770619,lorena,SP
91910,-30.10617113183105,-51.24861487287214,porto alegre,RS
68927,-0.0407898499021712,-51.16702237046268,santana,AP
5871,-23.68511306411219,-46.77367563973692,sao paulo,SP
69065,-3.134468506790577,-60.0070562055311,manaus,AM
35790,-18.74989043802701,-44.43049700189242,curvelo,MG
30421,-19.93489979228319,-43.97401070127352,belo horizonte,MG
25215,-22.68634365536036,-43.28215258160264,duque de caxias,RJ
89504,-26.770770046656565,-51.02618283227039,caçador,SC
39390,-17.111154284198268,-43.80700202020323,bocaiuva,MG
57601,-9.413145090510728,-36.63102151508511,palmeira dos indios,AL
21032,-22.858317049165866,-43.2552960478678,rio de janeiro,RJ
7051,-23.46532767860233,-46.55312323175025,guarulhos,SP
9241,-23.63392796808813,-46.5145339977783,santo andre,SP
79321,-19.041813699688483,-57.6418094936033,corumbá,MS
88870,-28.357655322263813,-49.291744305659535,orleans,SC
6719,-23.633219513474423,-46.9364450342778,cotia,SP
38411,-18.942797514570955,-48.26579265889549,uberlandia,MG
21220,-22.843864687748933,-43.321013702319874,rio de janeiro,RJ
13073,-22.88572959616828,-47.06338583305441,campinas,SP
11500,-23.875206787686835,-46.41515809870731,cubatao,SP
44255,-12.046720890892898,-38.76585627051357,irará,BA
29048,-20.289151938109505,-40.31578987428579,vitoria,ES
41290,-12.903326784858931,-38.47296804645741,salvador,BA
14140,-21.33865764416943,-47.73165279135393,cravinhos,SP
8071,-23.48977964384645,-46.449398388313895,sao paulo,SP
59955,-6.4615975275427,-38.18155990491803,tenente ananias,RN
7851,-23.328902392913925,-46.72544741056009,franco da rocha,SP
35975,-19.85786364895833,-43.448848082244325,cocais,MG
37002,-21.557539579886857,-45.43847004182011,varginha,MG
31555,-19.84308635276126,-43.98037233472788,belo horizonte,MG
28470,-21.5324450811203,-42.18544932117248,santo antonio de padua,RJ
5844,-23.654232282820697,-46.73677309838999,sao paulo,SP
6660,-23.553711305903267,-46.93921410931775,itapevi,SP
62375,-4.1659526161645575,-40.94373412458331,carnaubal,CE
25070,-22.78819297321532,-43.30519739564922,duque de caxias,RJ
6280,-23.5076431953176,-46.76611563589912,osasco,SP
1321,-23.56779326533555,-46.6433133738531,sao paulo,SP
33200,-19.68969169555699,-43.930723058685,vespasiano,MG
35181,-19.53077069771395,-42.62090383608936,timoteo,MG
18403,-23.981858284311112,-48.86692350278964,itapeva,SP
12630,-22.66509657591317,-45.01060311073923,cachoeira paulista,SP
21910,-22.7905025770097,-43.18140002885343,rio de janeiro,RJ
88390,-26.635556887842693,-48.69490484703958,barra velha,SC
4821,-23.72607238911653,-46.68852346488548,sao paulo,SP
11444,-23.95915799333489,-46.18081780668247,guaruja,SP
21380,-22.884944155144577,-43.323178254227045,rio de janeiro,RJ
35501,-20.163863814260512,-44.87837674051533,divinopolis,MG
65213,-3.2919836040576853,-45.17558570681826,penalva,MA
30421,-19.92934278212821,-43.98151083472787,belo horizonte,MG
29640,-20.103222549041444,-40.52730245095854,santa leopoldina,ES
5340,-23.561106216647,-46.7470215,sao paulo,SP
55398,-8.70818906995556,-36.48675755246668,jucati,PE
11604,-23.762985982073253,-45.41779853773324,sao sebastiao,SP
17054,-22.35149549999999,-49.09199400000001,bauru,SP
35160,-19.47496933804608,-42.53046944838128,ipatinga,MG
9921,-23.6771008642738,-46.61366644047545,diadema,SP
15105,-21.045932631039303,-49.36595081102072,potirendaba,SP
40323,-12.95835167943905,-38.478509601996656,salvador,BA
9360,-23.687229183568206,-46.454248996053884,maua,SP
99820,-27.5723194782776,-52.01984863033438,viadutos,RS
35660,-19.85868039310088,-44.609241203374935,para de minas,MG
88130,-27.64459827894784,-48.666931580752426,palhoca,SC
38950,-19.488242796354708,-46.54793452613242,ibia,MG
21941,-22.95878908722989,-43.69072750404711,rio de janeiro,RJ
13346,-23.111946691095813,-47.224868008050095,indaiatuba,SP
26291,-22.74180962458966,-43.47366192436303,nova iguaçu,RJ
35900,-19.6208145,-43.23172499999998,itabira,MG
42807,-12.695572583244129,-38.33834180579507,camacari,BA
88420,-27.40660819291409,-49.82754288737919,agrolândia,SC
36420,-20.52466493897299,-43.68720511990774,ouro branco,MG
13232,-23.21522266455461,-46.75315695652157,campo limpo paulista,SP
20775,-22.89389713211952,-43.27834016417562,rio de janeiro,RJ
68901,0.0274672786669624,-51.05875706804387,macapa,AP
68445,-1.5086455525100573,-48.62705846604612,barcarena,PA
13295,-23.15164741993188,-47.05429620483005,itupeva,SP
39860,-17.843019275275037,-40.35956096932626,nanuque,MG
51130,-8.141972228143572,-34.914255915344235,recife,PE
85856,-25.54510403063904,-54.55869030845864,foz do iguaçu,PR
20241,-22.91959000637664,-43.17876833458362,rio de janeiro,RJ
58500,-7.889313173906296,-37.11522600747311,monteiro,PB
80010,-25.4343424596452,-49.26717488669544,curitiba,PR
83209,-25.54380120071901,-48.5273052697521,paranagua,PR
20770,-22.89071807882737,-43.28486353566277,rio de janeiro,RJ
47100,-11.09186125824666,-43.14248080319913,barra,BA
85650,-25.81975355624008,-53.48016285983327,santa izabel do oeste,PR
17525,-22.231959283098707,-49.961850530006,marilia,SP
2813,-23.45023586234056,-46.71164276741303,sao paulo,SP
12328,-23.28472274049283,-45.96500563266778,jacarei,SP
5527,-23.59810188121068,-46.75022020858096,sao paulo,SP
11460,-23.945350295862443,-46.29873696419299,guarujá,SP
74845,-16.721831999999946,-49.24336849999996,goiania,GO
4135,-23.60972697890818,-46.62992900083673,sao paulo,SP
9770,-23.711320331380985,-46.54220100251016,sao bernardo do campo,SP
3356,-23.566917869119266,-46.54007777117065,sao paulo,SP
95690,-29.6409535132988,-50.554753808612666,rolante,RS
3918,-23.58863522231519,-46.520696996393326,sao paulo,SP
7030,-23.493904847625377,-46.54818588842404,guarulhos,SP
8430,-23.525466003606684,-46.43002495628716,sao paulo,SP
84500,-25.467347651560065,-50.6391956848221,irati,PR
58115,-7.147540843862363,-35.9614392526264,puxinana,PB
18603,-22.88049752158257,-48.4494132472813,botucatu,SP
24731,-22.82057420431216,-42.98155291585744,sao goncalo,RJ
22795,-23.019401368024702,-43.45922355883206,rio de janeiro,RJ
11750,-24.31532485206878,-46.98872102109181,peruibe,SP
32013,-19.9268659335555,-44.08679753048079,contagem,MG
21073,-22.85341239800334,-43.27033936886144,rio de janeiro,RJ
52120,-8.02284861475084,-34.895823001518394,recife,PE
28950,-22.779473897532675,-41.93558244074421,armação dos búzios,RJ
78650,-10.465432921551283,-50.5089409461218,santa terezinha,MT
33903,-19.79471873689147,-44.02385205465805,ribeirao das neves,MG
27910,-22.37668832335829,-41.78216719401497,macae,RJ
58884,-6.345545736511617,-37.74648684780528,catole do rocha,PB
48930,-8.988708789343198,-39.90808699715662,curaca,BA
85780,-25.4312137321776,-53.40753981879655,boa vista da aparecida,PR
88025,-27.57712955813957,-48.54165254440535,florianopolis,SC
97650,-29.13057593856601,-56.55821200771569,itaqui,RS
7600,-23.302974289990825,-46.58302501058312,mairipora,SP
18315,-24.099521385170643,-48.36569419650053,ribeirão grande,SP
6865,-23.74922574337329,-46.792666313526816,itapecerica da serra,SP
37706,-21.798291573257004,-46.50883015942148,pocos de caldas,MG
31270,-19.851282030815337,-43.96183315182635,belo horizonte,MG
22010,-22.963960332477512,-43.1710626416988,rio de janeiro,RJ
99560,-27.93788975207364,-52.92743205807416,sarandi,RS
5622,-23.60021332944774,-46.72539396003806,são paulo,SP
88070,-27.591196663050432,-48.58579642798195,florianopolis,SC
12914,-22.96145779655493,-46.52998788842405,braganca paulista,SP
88053,-27.436665193353942,-48.51173084221991,florianopolis,SC
83414,-25.27917140128382,-49.23734048934926,colombo,PR
35700,-19.44524928693017,-44.24488905851393,sete lagoas,MG
25250,-22.78259493951349,-43.28915265946077,duque de caxias,RJ
87308,-24.02714004833458,-52.37102231812242,campo mourao,PR
32600,-19.96981434748115,-44.20334360505509,betim,MG
2168,-23.519645575648664,-46.58021618083801,sao paulo,SP
37552,-22.22511516031799,-45.93254915680189,pouso alegre,MG
91520,-30.07830387106266,-51.16352479160766,porto alegre,RS
9862,-23.700019536499493,-46.580809881499135,sao bernardo do campo,SP
96211,-32.044749101083646,-52.11339363992199,rio grande,RS
2205,-23.486390182901506,-46.592464327226025,sao paulo,SP
5334,-23.54616158228982,-46.74535414793121,são paulo,SP
22470,-22.961910269026795,-43.211126349863314,rio de janeiro,RJ
56780,-7.5873781219498015,-37.54105652801326,tabira,PE
9040,-23.661855000000003,-46.53540251053159,santo andré,SP
13660,-21.86318693332105,-47.49026195422676,porto ferreira,SP
13278,-22.99729937696829,-47.00807044311493,valinhos,SP
19700,-22.41291631980527,-50.575666598272726,paraguaçu paulista,SP
32050,-19.828618316555364,-44.14924413948091,contagem,MG
96170,-31.36462337906225,-51.97043734251907,sao lourenco do sul,RS
6329,-23.53981070035673,-46.82066934574153,carapicuiba,SP
71225,-15.793469199351094,-47.98932973431433,brasilia,DF
36570,-20.771401245522064,-42.89777850345452,vicosa,MG
79112,-20.44250211047537,-54.65110380292313,campo grande,MS
26020,-22.738184023431817,-43.45952850000001,nova iguacu,RJ
6706,-23.58204753704776,-46.881045252005336,cotia,SP
68503,-5.376798023701728,-49.11903347089296,maraba,PA
4822,-23.72927171579432,-46.68944964155459,sao paulo,SP
90470,-30.039695727999344,-51.17904708702167,porto alegre,RS
35502,-20.13597892526154,-44.9195238712407,divinopolis,MG
6712,-23.61901739938832,-46.848155317098495,cotia,SP
86084,-23.256379718016014,-51.15199324658101,londrina,PR
25870,-22.035336181670257,-43.22579477487437,comendador levy gasparian,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
93332,-29.71658211955414,-51.13896719561158,novo hamburgo,RS
88050,-27.50600436969816,-48.51302812308848,florianópolis,SC
1411,-23.56399264640201,-46.66450365321133,sao paulo,SP
6515,-23.471218049680903,-46.89928674778341,santana de parnaiba,SP
60741,-3.779252046627038,-38.54824835429047,fortaleza,CE
4302,-23.621666605603345,-46.63844807216228,sao paulo,SP
9434,-23.66252870913712,-46.36711132170054,ribeirão pires,SP
23085,-22.896121078510248,-43.54583831585774,rio de janeiro,RJ
35588,-20.287506362230324,-45.53757588316872,arcos,MG
38175,-19.32027992829278,-47.53154355966317,santa juliana,MG
32655,-19.97366570380216,-44.17785000704957,betim,MG
2125,-23.510036681660747,-46.58756028518662,sao paulo,SP
53240,-8.00734809103239,-34.85469937844071,olinda,PE
8586,-23.438681021531625,-46.32523577019884,itaquaquecetuba,SP
8041,-23.51281144823706,-46.43755244073525,são paulo,SP
21230,-22.82544917900637,-43.32896526504708,rio de janeiro,RJ
22021,-22.966379247273487,-43.17654395588312,rio de janeiro,RJ
1125,-23.53029414210284,-46.63843349333488,sao paulo,SP
6774,-23.642318514570945,-46.79992037760399,taboão da serra,SP
4890,-23.831102537862822,-46.7268577537366,sao paulo,SP
15290,-21.07206504488837,-50.14435217067226,buritama,SP
29090,-20.26168091035258,-40.26226075768949,vitoria,ES
77020,-10.189765345608574,-48.32144999999999,palmas,TO
58302,-7.14442794397417,-34.967568540038386,santa rita,PB
12092,-23.09787303059485,-45.59616820132142,taubate,SP
25655,-22.53051410440018,-43.19829236145232,petropolis,RJ
37805,-21.2496468914829,-46.57843409821293,juruaia,MG
36401,-20.66424024237186,-43.78011492490801,conselheiro lafaiete,MG
8696,-23.51222765963579,-46.29273606684822,suzano,SP
2045,-23.494445350539568,-46.6169080335853,são paulo,SP
2722,-23.503063243407016,-46.68404723189447,sao paulo,SP
88311,-26.87049753316868,-48.69929056206043,itajai,SC
12245,-23.191773114548862,-45.89235670948232,sao jose dos campos,SP
3432,-23.557664462115525,-46.53794538121068,sao paulo,SP
30580,-19.9574866522304,-43.98648270177164,belo horizonte,MG
35900,-19.62408314040985,-43.20494107120378,itabira,MG
27940,-22.39363300631361,-41.78756861911683,macaé,RJ
4524,-23.60282188343238,-46.6633722783773,sao paulo,SP
11347,-23.97988220898,-46.45047000065615,sao vicente,SP
78578,-12.23850846196475,-56.146177034038736,ipiranga do norte,MT
18707,-23.084991167638066,-48.92673236900564,avare,SP
24455,-22.80965835625136,-43.02221558080576,sao goncalo,RJ
13572,-22.041836078850352,-47.89482580007645,sao carlos,SP
13026,-22.909238633360264,-47.0456967732414,campinas,SP
21031,-22.849198565352943,-43.25937570384911,rio de janeiro,RJ
87750,-23.13604222232461,-52.33221974062129,alto parana,PR
29050,-20.313545575336263,-40.29647449154589,vitória,ES
29047,-20.29829494255292,-40.30702605412885,vitória,ES
19700,-22.4229984758674,-50.57276841673558,paraguaçu paulista,SP
65968,-6.174466122428151,-47.36776268559512,campestre do maranhao,MA
84435,-25.188666791402003,-50.80901553746452,guamiranga,PR
37140,-21.358293851743007,-46.14391565757331,areado,MG
78285,-15.61604766515839,-58.172715826838726,sao jose dos quatro marcos,MT
88015,-27.591651,-48.5582399686364,florianópolis,SC
13214,-23.16820196455109,-46.90848655868041,jundiai,SP
8421,-23.567807999999943,-46.41756649999997,são paulo,SP
41820,-12.985417371919848,-38.45425302025511,salvador,BA
87013,-23.42013409215396,-51.93044061101864,maringa,PR
77410,-11.738444703013815,-49.05240972777232,gurupi,TO
88111,-27.56143568444208,-48.621634905436736,sao jose,SC
23075,-22.87528539439665,-43.57120821135092,rio de janeiro,RJ
78600,-15.8877919134003,-52.29256091014917,barra do garças,MT
8115,-23.49502477133188,-46.4053669868727,sao paulo,SP
9132,-23.695224286427376,-46.50463377309716,santo andre,SP
79470,-19.44707879847411,-54.981484714146056,rio negro,MS
80410,-25.427006026631748,-49.28113215321135,curitiba,PR
75832,-17.557029345121745,-52.52821507697313,mineiros,GO
30840,-19.885545575913174,-43.99625388438467,belo horizonte,MG
75832,-17.560898735216313,-52.55595864671018,mineiros,GO
78330,-9.903018459589022,-58.56716286725168,cotriguacu,MT
13024,-22.887704831707417,-47.05218908140973,campinas,SP
31110,-19.910507940331204,-43.93338718122805,belo horizonte,MG
18706,-23.090820286427373,-48.93425109922671,avare,SP
21745,-22.888539786283147,-43.41402655274389,rio de janeiro,RJ
8160,-23.510520986065547,-46.411559025334114,sao paulo,SP
58040,-7.12636207299899,-34.861472475993985,joão pessoa,PB
88980,-29.322543904071043,-49.72620493143675,passo de torres,SC
80030,-25.414310224638825,-49.25740594242208,curitiba,PR
4140,-23.60792074493622,-46.63104095697963,sao paulo,SP
5752,-23.61522474271452,-46.75589363488947,sao paulo,SP
36700,-21.5281039367812,-42.64611276012005,leopoldina,MG
6900,-23.85072550801623,-46.82122782334199,embu-guaçu,SP
2473,-23.478338441023705,-46.65134408283807,sao paulo,SP
8161,-23.512246480985645,-46.41326842853022,sao paulo,SP
5333,-23.545567298920865,-46.74521575298629,sao paulo,SP
42806,-12.705114442855768,-38.33275184883927,camacari,BA
2516,-23.51076779877663,-46.66130644823707,sao paulo,SP
19915,-22.955386264498834,-49.87125213765945,ourinhos,SP
33933,-19.794680799964,-44.00717744325792,ribeirao das neves,MG
75830,-17.570530133599167,-52.570876492452975,mineiros,GO
35570,-20.451064593187983,-45.44578615895742,formiga,MG
11462,-23.955901803111605,-46.2877746503317,guarujá,SP
79380,-20.24345783379743,-56.384554096745084,miranda,MS
87910,-23.00739691669136,-53.19302937524788,santa isabel do ivai,PR
39219,-18.10905056112616,-44.274611268528616,augusto de lima,MG
88504,-27.822405719401,-50.34630039494491,lages,SC
59062,-5.819080358589646,-35.222742083819014,natal,RN
31520,-19.818295575076466,-43.97409063295623,belo horizonte,MG
2545,-23.49710198467573,-46.661387898778685,sao paulo,SP
94475,-30.07996194883464,-51.08913862472303,viamao,RS
88015,-27.592333438253743,-48.55138214654624,florianopolis,SC
65460,-3.7279197415045777,-44.2281156466405,pirapemas,MA
49045,-10.929525969451817,-37.06992357019928,aracaju,SE
12940,-23.112949966414696,-46.56041522231519,atibaia,SP
27600,-22.2465863820251,-43.697870782046174,valenca,RJ
63740,-5.538550419183897,-40.770978047812925,novo oriente,CE
95270,-29.028067809362742,-51.16827875086116,flores da cunha,RS
31741,-19.84538854285792,-43.95730681429448,belo horizonte,MG
7273,-23.461762442408684,-46.42227625506376,guarulhos,SP
1311,-23.56435692062437,-46.65314214876795,sao paulo,SP
78740,-16.47865959201334,-54.61377067874656,rondonopolis,MT
37135,-21.42085381132413,-45.96582256324293,alfenas,MG
5107,-23.52033683029606,-46.74862060592117,sao paulo,SP
6695,-23.545524510459707,-46.9370949882265,itapevi,SP
98300,-27.89905298322529,-53.31405981470914,palmeira das missoes,RS
7600,-23.32187610803407,-46.58609296422296,mairipora,SP
22211,-22.92171850822297,-43.17621007660568,rio de janeiro,RJ
15050,-20.78200671567176,-49.37277050957256,sao jose do rio preto,SP
13940,-22.520679122234068,-46.64591691136104,aguas de lindoia,SP
37805,-21.256566585523395,-46.577038280784,juruaia,MG
13820,-22.657214309715982,-46.942732207693815,jaguariuna,SP
12322,-23.31270808826244,-45.98354212822438,jacarei,SP
9580,-23.64060633527613,-46.56727252553523,sao caetano do sul,SP
12120,-22.98110191728169,-45.5566029306091,tremembe,SP
95706,-29.15266997923685,-51.50047599631685,bento goncalves,RS
8220,-23.533633823475128,-46.45938562308849,sao paulo,SP
9182,-23.69979044137643,-46.52949126086148,santo andre,SP
55291,-8.906899736597678,-36.4819573447112,garanhuns,PE
18300,-24.000600384385542,-48.345911475611885,capao bonito,SP
31990,-19.849682514570944,-43.89405274854289,belo horizonte,MG
80530,-25.418028614490147,-49.26842092241338,curitiba,PR
31742,-19.83062705190717,-43.93783755467712,belo horizonte,MG
35044,-18.881425086437748,-41.944073711719454,governador valadares,MG
29830,-18.67916763879173,-40.41573929054838,nova venecia,ES
38755,-17.843044455446783,-46.51672076428513,lagoa grande,MG
38703,-18.57779376854968,-46.48526593835285,patos de minas,MG
28994,-22.89388641295069,-42.45988124085834,saquarema,RJ
99400,-28.72677996710892,-52.83914810587128,espumoso,RS
78735,-16.46996749930751,-54.57398205052218,rondonópolis,MT
40252,-12.982290246945407,-38.49254168799179,salvador,BA
90680,-30.044608454281,-51.18451310809426,porto alegre,RS
72241,-15.806528818902452,-48.13356016762892,brasília,DF
36772,-21.393614029014227,-42.694519478923176,cataguases,MG
2201,-23.48354858174156,-46.59078807493224,sao paulo,SP
75690,-17.717916947097603,-48.59082271125144,caldas novas,GO
36227,-21.467504068724075,-44.199073906434606,piedade do rio grande,MG
6390,-23.52549948377285,-46.846232696066345,carapicuiba,SP
28625,-22.290040903912807,-42.54883682444641,nova friburgo,RJ
88058,-27.437745456575605,-48.40231013336026,florianopolis,SC
4308,-23.638552323619365,-46.64131143839796,sao paulo,SP
6266,-23.48959356480467,-46.79317238576965,osasco,SP
80630,-25.47119054316216,-49.278918156664695,curitiba,PR
40415,-12.925448555066064,-38.505127187725066,salvador,BA
20551,-22.914120949766264,-43.24313669095159,rio de janeiro,RJ
30880,-19.90947149486411,-44.01477707784643,belo horizonte,MG
8421,-23.55872393727279,-46.42251787177562,são paulo,SP
9230,-23.617733060505515,-46.52513933458363,santo andre,SP
68030,-2.4561750976374688,-54.6933109327952,santarem,PA
55460,-8.610423037368761,-35.95184760650173,cupira,PE
79780,-21.714890302460635,-52.41782735481424,bataguassu,MS
97573,-30.877645246802643,-55.54580802791217,santana do livramento,RS
19470,-21.778638136536745,-52.12446754166574,presidente epitacio,SP
98780,-27.864251964192363,-54.479074741301545,santa rosa,RS
28396,-20.930241336986363,-41.95467864038804,purilandia,RJ
39850,-18.047903709740044,-41.11112728662702,ataleia,MG
7093,-23.4598086880374,-46.54236908021235,guarulhos,SP
9890,-23.69770350764605,-46.57058016180969,são bernardo do campo,SP
4242,-23.62615873688614,-46.5891607821282,sao paulo,SP
11045,-23.971658187056445,-46.32634370468581,santos,SP
96083,-31.75835629447746,-52.27031137898898,pelotas,RS
99370,-28.98461316290538,-52.35217350553193,fontoura xavier,RS
39795,-18.087958310729142,-42.57325872681557,sao sebastiao do maranhao,MG
2514,-23.51038064141035,-46.65395529739166,sao paulo,SP
13454,-22.742533605223606,-47.36395396734448,santa barbara d'oeste,SP
39100,-18.24369707857102,-43.59519668062041,diamantina,MG
29090,-20.262578044307133,-40.26662634949215,vitoria,ES
87530,-23.395549257483697,-53.61986859914433,icaraima,PR
58415,-7.24215544631862,-35.9025306480202,campina grande,PB
31170,-19.89133416080045,-43.923152339199554,belo horizonte,MG
14600,-20.594105921772552,-47.84970339025603,sao joaquim da barra,SP
11310,-23.96927652745422,-46.39833129058049,são vicente,SP
67143,-1.3518237525053762,-48.39985447417086,ananindeua,PA
35500,-20.160812106273745,-44.85186788078996,divinopolis,MG
17602,-21.92795373612706,-50.5024701580473,tupa,SP
2935,-23.48944860061168,-46.71612091173757,sao paulo,SP
54735,-7.995457333497112,-35.03702414510554,sao lourenco da mata,PE
83708,-25.576559843457023,-49.382712,araucaria,PR
13310,-23.280037962259755,-47.31348185068381,itu,SP
95032,-29.144151627820182,-51.20338956890052,caxias do sul,RS
8532,-23.541413280599,-46.37919240605341,ferraz de vasconcelos,SP
12321,-23.296203355819685,-45.9847721261469,jacarei,SP
5051,-23.52707652178432,-46.69162102553523,sao paulo,SP
6816,-23.645713382003684,-46.81661001302932,embu das artes,SP
13566,-21.99731291035259,-47.89224360312184,sao carlos,SP
28024,-21.81157999999993,-41.28710095899993,campos dos goytacazes,RJ
58900,-6.891076141967789,-38.56423858697846,cajazeiras,PB
6112,-23.53522965277865,-46.79610390091752,osasco,SP
8235,-23.516994843420942,-46.45679462257221,sao paulo,SP
29060,-20.28274005955004,-40.3018253561513,vitória,ES
8664,-23.569708204281657,-46.32115124338557,suzano,SP
83330,-25.43208747157924,-49.16179349999999,pinhais,PR
5368,-23.57837615514458,-46.751768670408026,são paulo,SP
23810,-22.876983616496428,-43.767344568181336,itaguai,RJ
96470,-31.57917312917412,-53.38718992913857,pinheiro machado,RS
88359,-27.143863729700307,-48.96065672608432,brusque,SC
36016,-21.76785016763806,-43.34996598903573,juiz de fora,MG
88030,-27.56041587676728,-48.51649216861902,florianopolis,SC
37140,-21.363181374226503,-46.14927620941862,areado,MG
9540,-23.6239554970858,-46.56296048889151,são caetano do sul,SP
18052,-23.56936711932111,-47.49770863484255,sorocaba,SP
17011,-22.3285404957352,-49.06018669026872,bauru,SP
39440,-15.814974475644792,-43.30406218911197,janauba,MG
40342,-12.950637226645002,-38.48328549146336,salvador,BA
94035,-29.9414594445902,-50.99629099166159,gravataí,RS
36504,-21.11378395206893,-42.9410844649761,uba,MG
65075,-2.498125882595664,-44.29179796794389,sao luis,MA
28035,-21.75935417862228,-41.33764771220679,campos dos goytacazes,RJ
96830,-29.7441523110201,-52.40880552497094,santa cruz do sul,RS
62960,-5.249117504223646,-38.12737827693989,tabuleiro do norte,CE
25030,-22.773785827512658,-43.31273953342944,duque de caxias,RJ
85852,-25.54304750984124,-54.57900050984125,foz do iguacu,PR
29920,-19.275816153839124,-40.31679288629283,rio bananal,ES
78320,-11.414432169692692,-58.751189571612514,juína,MT
25730,-22.389386316926604,-43.131794488742194,petrópolis,RJ
11250,-23.79565315764188,-46.00703533039894,bertioga,SP
12990,-22.79371727778165,-46.44260851174126,pedra bela,SP
7232,-23.466323294477466,-46.46399974132955,guarulhos,SP
4088,-23.607374018321853,-46.66261045322871,sao paulo,SP
